#OTU ID	111D	111R	112D	112R	113D	113R	121D	121R	122D	122R	123D	123R	211D	211R	212D	212R	213D	213R	221D	221R	222D	222R	223D	223R	311D	311R	312D	312R	313D	313R	321D	321R	322D	322R	323D	323R	411D	411R	412D	412R	413D	413R	421D	421R	422D	422R	423D	423R	511D	511R	512D	512R	513D	513R	521D	521R	522D	522R	523D	523R	611D	611R	612D	612R	613D	613R	621D	621R	622D	622R	623D	623R
b89ad2573dad071a7cee3259eae61ec71952de0a	169	13	0	0	68	400	0	0	48	0	0	668	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	320	67	0	0	0	0	0	0	0	0	0	19	0	0
06b64b3373f1d7cd58faff80a335c7d8c0d37fc8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	781	0	0	0	0	0	937	0	34	0	0	0	0	0	0	0	15	0	0	0
b8913449e73fbacfca9b9883420558fb3721b05a	0	918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3abeb4ec075f66c21b716d982347c0f679842011	0	0	0	0	0	4	0	193	0	0	0	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	299	28	0	0	0	0	0	0	38	0	3	0	0	0	0	0	0	0	158	6	623	0	0
9e002ddf7f93b4bbf925255d0fbca4469e8a4944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	364	0	161	0	0	0	0	12	0	1001	0	0	0	0	13	0	0	21	0	34	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
871c9dd030dbc33e2f7d24690d008d7cb27d72c0	0	27	0	0	33	0	0	0	0	0	0	0	70	0	0	50	21	125	51	41	43	84	0	43	56	0	76	0	121	0	0	39	59	33	37	21	145	21	57	50	40	64	0	20	44	110	74	0	0	0	0	0	50	15	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0
9b47b70800ad5574b6316575b8f9b352bdebc994	0	0	0	0	0	0	0	0	0	0	0	0	0	1209	0	0	0	21	0	0	104	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	3	0	0	0	0	6	0	297	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0
c1d33756899b5f262098af8c56e3a602ffc33953	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	475	0	0	678	0	0	0	0	0	4	0	0	0	0	23	0	441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
381c7922c3638d4d6d92fc79729d835e8461765b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	12	60	0	0	324	6	126	328	6	0	803	0	5	0	0	0	0	0	0	0	0	0	0	0
a6e48f7a9113cb558bd444c2592e55e5bd65d387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	15	0	0	0	26	0	223	0	8	0	8	0	742	0	11	0	0	0	0	0	200	94	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c01b49bdc7319b42b0a9e76abb872adafd3acb7b	7	28	6	14	12	19	0	0	3	0	4	21	18	148	4	32	15	180	7	75	122	20	15	23	26	32	28	9	90	17	11	12	5	13	105	47	51	32	8	20	33	22	19	23	69	70	8	7	5	50	5	12	5	6	0	4	0	2	9	8	0	0	0	0	0	0	0	15	0	6	0	0
