Feature ID	Taxon
419f545c76ea79d79ff47946b42632e113821134	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__modesta
516705d51641518b1404bdc5ed41f6b1fb9fd50e	k__Fungi;p__Mucoromycota;c__Umbelopsidomycetes;o__Umbelopsidales;f__Umbelopsidaceae;g__Umbelopsis;s__dimorpha
840f94f41348c5294ad8a9eefab8e9e78576742f	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__risigallina
fd5d7286b50ad6e38c94fd982402927948cda34d	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Polyozellus;s__sciastrus
4cd37cf4a74892eb1b08aa908cefab3f35a42ca2	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Tomentella;NA
f4bd7d9a27468a99e9d6f2f9766f4b6597baf666	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;NA
f12fa06b369218302c19482e23401c494c583c71	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Hyaloscypha;NA
65ca4c4b7c45acaf0a7ed047effc47909833490b	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Bankeraceae;g__Hydnellum;s__gracilipes
b8913449e73fbacfca9b9883420558fb3721b05a	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hygrophoraceae;g__Hygrophorus;s__roseobrunneus
0e0a42841b8d0780bb647c9c5823b8d16ffec4f4	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Ilyonectria;NA
b89ad2573dad071a7cee3259eae61ec71952de0a	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Sebacinaceae;g__Sebacina;NA
b7bd36e55301494bb3345b6ce34aa28bbae89b85	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Sordariaceae;g__Gelasinospora;NA
9e002ddf7f93b4bbf925255d0fbca4469e8a4944	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Sebacinaceae;g__Sebacina;NA
3abeb4ec075f66c21b716d982347c0f679842011	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;NA
34020b44167646a2f5c2aab28a50be04e569df66	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hydnangiaceae;g__Laccaria;NA
c1d33756899b5f262098af8c56e3a602ffc33953	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Sebacinaceae;g__Sebacina;NA
06b64b3373f1d7cd58faff80a335c7d8c0d37fc8	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__variata
42f9e779a6567bad5efa6909bd30390446f8de17	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Sebacinaceae;g__Sebacina;NA
a6e48f7a9113cb558bd444c2592e55e5bd65d387	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Sebacinaceae;g__Sebacina;NA
381c7922c3638d4d6d92fc79729d835e8461765b	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__romellii
c01b49bdc7319b42b0a9e76abb872adafd3acb7b	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Penicillaginaceae;g__Penicillago;s__nodositata
2f4b13caaf09a8dc07c579d281dc6f63d51a24a5	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Tomentella;s__galzinii
38d5f5d692a2c2b7c14730526bbf22085684f87b	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__geophylla
5ecb720a9099d631c0d66685819ca3a64dfb93c3	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__assimilata
d9c7f6824381f905c1f537de3da48b841d4232ea	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__adusta
48a8b338f1e44f1f4e95b2d33e3b741eae358014	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;NA
59f67917bdd8d9242c69c1715278f1be36afe2fa	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__geophylla
638d88c3df67b76cc012bce3121cf8544c8fab5a	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Tylosporaceae;g__Tylosporaceae_gen_Incertae_sedis;NA
8fb982a0f296f2d74676c0eae9b2a1b2c75aa52e	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;NA
26f4071d1add3a49098c6a0911bd63d950f4a289	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;NA
fb867d7fee2e77e28a1235b30d12211a2dba73e7	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Elaphomycetaceae;g__Elaphomyces;s__decipiens
1331e06a2699d2dded2bf0fbd8817dc61b36c067	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Sebacinaceae;g__Sebacina;NA
0470efedf85913993b16cb8d26e000db5e94ec90	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hymenogastraceae;g__Hebeloma;NA
7280455562e5875d27516ab25f98ba2d247e47c7	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;NA
cfa07eee5786b4473f5434c3d52fc71b7006d3d5	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__agglutinata
684088a7e4bc838d0e02c9e4fd9d8f2318ff0a0f	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leptodontidiaceae;g__Leptodontidium;NA
bc3b738abfc31b9374e3e2d5e9d62c2b74d71b94	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__comis
cbd585a76928bf7a4ac6b53621de8a6d7446d103	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Thelebolales;f__Pseudeurotiaceae;g__Geomyces;s__auratus
fb9ede73ef024a3d628750a1c9f473045c508797	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Tylosporaceae;g__Amphinema;NA
6f70aec3b2924eb7a6625bfb562cb6da3a468acf	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__subdensifolia
1f30703342d35dbdb305fbf7584cdd53c933fb26	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__miczynskii
b7154403eaad20de863bc725895678c80674b715	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Gloniales;f__Gloniaceae;g__Cenococcum;NA
79b40a178579771fd22b1971154b73e6ae5927a1	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Pilodermataceae;g__Piloderma;NA
af7b66fdd6fe65dd3a31763706f2bdfaaa3507b5	k__Fungi;p__Basidiomycota;c__Agaricomycetes;NA;NA;NA;NA
d1eb0290ec4030736e8758dd83cc70640ba0517a	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Mycenaceae;g__Mycena;NA
6ae022a635ca0e6e949ff028ba2c344054cf869d	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Leohumicola;NA
e1f3f884207eaea62e289add33cdf9b4d1eb2542	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Gloniales;f__Gloniaceae;g__Cenococcum;NA
849b06f007bcfc18506b765a10cb1813b24b9c38	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__variata
1aa3bf33eac99392fb56160a610c2df2ae7522e1	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hymenogastraceae;g__Phaeocollybia;NA
13a2624a544ecc121404794b7c6bdbbed1394cbc	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__perchtana
75a95ba069f155d3d24bc9a25deccb30a4cfb010	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__ceskae
c36382f075d15cefe95c8fb956fac1675f4eee5b	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__cryptocystis
697a9ca9467db64cd6580bb20e57e747a8687e21	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__garyensis
ced133141874e373c525971973aa57b6f4ac0f27	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;NA
461fff306a0fdcccc3d0f84331a28a75a6f95515	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Linnemannia;s__amoeboidea
995c2e45021a58728aa3c7bc876a0112ab0b5d1a	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Hydnaceae;g__Clavulina;NA
871c9dd030dbc33e2f7d24690d008d7cb27d72c0	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;NA
715aef13302045a4eaa3ea0c0433c0abb745db44	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__occulta
d78402605fc579d83db35c35d5f8fa65716fd370	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Tomentella;NA
67f9ad471cdc23d271eba3aca61908da64c8b5f6	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;NA
f0aa64bd35e87ca76a66ae47b0f316e1a0a3c7ef	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Sebacinaceae;g__Sebacina;NA
a399f30b01acf3db13c7a9c4e4a0d06c0b8bdc24	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Trichocladium;s__crispatum
d8326ce2f12a6762279f90b07d880e1fda7dafb7	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__suecica
20463be866dac193edab81b23ba55b996e53b046	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;NA
02dbd524b8b1a9b08736984c95fb11b3c4900d6d	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Tricholoma;s__costaricense
2f12357ed663d0ad9318f1a7f3939b03b1197819	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__geophylla
71ef7d422d5740acb428404f5fb240a71223903b	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;NA;NA
315677d6581bfcaa951ac1f17e6da1913ab5f16e	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__persicina
c7a2aa4e99c0675779d4889350f80ce13857287a	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Gloniales;f__Gloniaceae;g__Cenococcum;NA
cc4c3751149f358fba9b464e979ca992c3128fd0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;NA
58eb125f5df688c72c62c827537a65566be21956	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Gloniales;f__Gloniaceae;g__Cenococcum;NA
0427dc0fe2b29800da226a41f14f61ece8ad6566	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Tomentella;s__coerulea
7aac6ab87fa083c31ec83501f23baa1ce16bb366	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Pertusariales;f__Pertusariaceae;g__Varicellaria;NA
3c60dcc0f1f5f5e77b864fabea45f9b3b97efeb7	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__aurea
b696fad492364f6df6120e01645ad8d7ba2439be	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Hemimycena;NA
fe3120781cb3c0e33d56999c97d48103173e0aaa	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hymenogastraceae;g__Phaeocollybia;NA
43afed5d414d079f10bea314fa7f5734f53cca52	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__comis
ad9c6fedb5de22260bcc63b0018367690d116c26	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Lepiota;s__pseudolilacea
d021fc968c510904e4a663d761aa9b1d83c421c1	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__diasemospermus
f0851462328c0ddfff175db41310ec6f5a6b18c0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Tomentella;NA
926772de9ce4ee6f8efb97a2fd4590135a9c3137	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Pilodermataceae;g__Piloderma;NA
fd0a7983e4c4cca13a07adb4ca027eb3d3431080	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__mucicola
d832050d25a16b9a08ba9652da435d5b4657bb0c	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Gloniales;f__Gloniaceae;g__Cenococcum;NA
f72b863f185ccd8b60001c3c348e8bb3d2dac7a3	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Gloniales;f__Gloniaceae;g__Cenococcum;NA
445b2aa8498726e85ab7fd8ec681122470f0c69c	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__quietiodor
a87a97a96f1836fd1b1c79783e802b94f546f50e	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__vesca
96b3937922be1e16816841ecca49ad68fc872331	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__subemetica
18fc42587e79c33f69de7ea568372257b5e2dd43	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Sebacinaceae;g__Sebacina;NA
7c5457e4015568267a9bbf86b2d54e941545bb70	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__mucicola
537316a997fd5b362a76af16409c3fcb8ba6d987	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Sebacinaceae;g__Sebacina;NA
aff0b592804e73b00b02a7031ef179f660477135	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;NA
cfd87b6813a1663d71bcec70151921268becb670	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Myxotrichaceae;g__Oidiodendron;s__chlamydosporicum
4438b9df922a57b164e8c5e04d1024704f1de8e3	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;NA
7d19a4f93f2152ddf8a0dff5f8813f425d325853	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Harmoniella;NA
154c9b9d47ea38a3d4eb3ab2fb91d6aaf40af3e8	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__longicatenatum
f281880c1b7e9de7ac72bec94a13bf109d540861	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Elaphomycetaceae;g__Elaphomyces;s__miyabeanus
9a4496b5813d21b2ad98f123472dce4e8c4fd9f0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Sebacinaceae;g__Sebacina;NA
ff1a36f5b77fcc17169eec0b05483ae04d3cb01a	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Linnemannia;s__gamsii
0ed6adcfd6765ba21db9414e8f4d1da01721ca14	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Humaria;NA
c9bd563cd9c435eea165376e83f29dbda94c12eb	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Gloniales;f__Gloniaceae;g__Cenococcum;NA
a97c513dda4a03f3ad49f88804f0ba56f75bbe3a	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__delica
eab16bf9fcdd4aaaab5168cc530d5adf508fe29c	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__quietiodor
adbc6f2b72ce13d3753434a40ec1eee66640b83c	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Bankeraceae;g__Hydnellum;s__caeruleum
67e946e03c34ac841636dd22af4bc58383970ba2	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Hydnaceae;g__Clavulina;NA
