#OTU ID	111D	111R	112D	112R	113D	113R	121D	121R	122D	122R	123D	123R	211D	211R	212D	212R	213D	213R	221D	221R	222D	222R	223D	223R	311D	311R	312D	312R	313D	313R	321D	321R	322D	322R	323D	323R	411D	411R	412D	412R	413D	413R	421D	421R	422D	422R	423D	423R	511D	511R	512D	512R	513D	513R	521D	521R	522D	522R	523D	523R	611D	611R	612D	612R	613D	613R	621D	621R	622D	622R	623D	623R
1e18b5224520fdaddd1d51dd9d5e423db30516d6	0	26	0	0	34	0	0	9	0	26	33	2	29	96	0	0	23	61	0	0	24	12	0	57	0	50	0	0	0	23	0	0	0	0	118	0	92	27	52	81	27	198	13	13	131	78	23	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
626ae9aa5af3c2f120a0452af8c22a4a02c9c0fc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1209	0	29	0	18	0	20	0	18	0	22	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f5856d4688115b5f1e0bce532faf65fe5db0b348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	167	0	118	0	50	21	0	0	0	0	0	0	0	0	32	0	0	0	121	0	228	124	0	0	172	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6ae753af5e35df1d68bdf36623e908442760ee87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	20	0	0	0	0	769	0	178	0	0	0	86	0	21	0	0
4b105e0504bf9811c0e8152e9eb5aa8ba6f2e31e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	821	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82eb87f908e447ffe36850f8bd49c2fdf84b61fd	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292	0	233	0	0	18	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	62	0	236
5f6fce56b22e0b3372a7edea8ea8cc6fad85cece	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	22	0	0	0	0	0	581	0	0	0	9	0	0	0	0	0	0	0	0	594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a536c0b71d07dca1c2b6212526711345aae7579b	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	292	0	0	546	0	0	0	0	0	0	0	0	0	0	17	0	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284e39d57ef762c4f8565d7892e589e6c24e1467	0	71	0	110	0	0	0	47	0	0	222	386	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	275	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0
642dd814e308f4a39cbb5763ef91cefc269f56cd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
840f94f41348c5294ad8a9eefab8e9e78576742f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	39	0	554	0	0	0	0	0	0	73	0	79	0	0	0	0	10	62	0	97	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d05d3e7eba90109dff78b3c58a0c72ae0c42eeee	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	237	0	89	243	0	0	543	0	3	0	0	0	0	0	0	0	0	0	0	0
9c909b123d7e5080b1b89c7221de775e616d4543	548	0	0	148	0	158	18	0	0	118	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	22
e61e0fe00753148b76c3da751d54b6f3d70584e5	0	67	0	81	359	0	0	0	0	54	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	122	0	0	0	47	0	0	19	0	41	0	0	0	0	0	0	0	0	0	0	5	0	0	25
d1ba0e75a64356d1ae1614bfddac1d4157a1c31d	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	415	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	432	0
da6a0cb6135e94ec466bd865273a1176ce508b17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	1040	0	0	0	61	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
461fff306a0fdcccc3d0f84331a28a75a6f95515	0	0	0	0	0	0	0	0	0	0	0	27	0	107	0	15	0	40	0	0	0	0	0	0	41	0	0	0	0	0	41	0	0	0	41	20	29	24	0	0	50	32	0	47	0	0	0	0	28	63	0	34	51	50	16	18	0	41	20	24	14	91	0	10	30	23	0	17	27	32	0	39
94a75775137fe4fda385262fa6f66ae10c8d0e4d	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	0	0	0	42	0	0	0	100	0	0	0	0	0	0	21	12	0	0	0	61	0	0	0	301	0	0	0	0	0	45	0	0	0	0	98	0	0	12	77	0	0	0	0	0	0	0	0	0	0	0	0
2a8bc1062927395f4b7bd505b4df16894ad993ff	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0	3	0	0	0	0	0	0	99	0	0	0	0	24	0	0	0	0	0	0	0	0	38	421	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	243	0	0	0	0	0	0	0	0	0	38	0	0	0	0
4d7330cbdde85e4c1f3478a78b5dea0b24a1b613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	509	0	0	0	0	0	599	0	0	0	0	0	0	0	0	0	10	0	0	0
b15caae3504db2c344601af29b287bfbe68c79c1	13	24	0	0	42	13	0	0	0	40	7	0	19	42	0	8	14	33	0	0	38	0	7	30	17	16	0	0	18	15	0	0	0	32	42	7	72	12	19	29	34	40	46	11	122	55	53	18	15	0	0	11	25	0	0	0	0	28	15	0	0	0	0	0	15	10	0	0	0	8	0	7
ea968447dc9c8243eac8aea9765c03d80785c6fb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	0	0	0	0	0	223	0	0	0	383	0	0	0	0	0	0	36	0	43	131	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3c2dcbd4fb20a1afc7cad7325cd16ccf4cfe58cd	0	0	0	0	0	0	0	0	0	0	0	0	0	977	0	0	0	0	0	0	0	67	0	0	0	0	0	0	17	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cc85259f14fc742e8242c6928418f063c301f416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	212	0	111	0	0	0	0	0	0	664	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7cdc2b6a85cf2b8c60ab2a3828cd7953adda8748	0	0	0	0	0	0	0	0	0	0	0	0	0	808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	3	0	197	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0
fb6d4769253ecec60a2869fe06f3502a0b713a42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1069	0	0
08db5c550c72333381a06d8a1512fb7b61aae24b	0	0	0	0	858	0	0	0	0	0	0	0	17	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0ded84686bb91198cc305620258dee8b0e1c625f	0	0	0	0	0	0	46	0	0	897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0
528c96de3d14f319993e2bd9d5a450fa46a6b52a	0	0	0	0	0	0	0	0	0	0	0	0	0	427	0	13	0	600	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2b7d861e6345cd398be5faa39bf5585a56498ad6	0	0	0	0	52	0	12	0	0	270	0	0	0	0	0	0	0	0	38	33	0	48	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	12	374	0	0	0	0	0	0	0	0	0	0	10	0	0	0
9e9ab4004504b74021744dd6264d733e5dbf8b06	0	0	24	0	0	55	0	0	0	0	0	846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	28	0	0	0
2bbccd9b53cd1f30e77eab5dd973c529bb02a117	0	28	0	0	22	0	0	0	0	0	0	0	0	129	0	11	0	0	0	0	56	11	0	55	13	36	0	0	17	0	44	0	0	0	79	0	79	29	31	53	44	0	0	6	94	0	0	0	0	34	0	21	24	15	0	0	16	18	0	0	0	0	26	0	0	27	0	0	0	15	0	0
